customer_id,churn_prob,ltv,revenue_at_risk,is_top_20_risk,rfm_segment,r_score,f_score,m_score,recommended_action,days_since_last_purchase,total_orders,avg_order_value
CUST0652,0.06843065910458562,49429.28,3382.48,0,Loyal Customers,3,3,4,Discount + Personalized Outreach,72,13,3802.252307692308
CUST0653,0.00017205992117697667,125281.86,21.56,0,Champions,4,5,5,Discount + Personalized Outreach,33,26,4818.533076923077
CUST0654,1.731536163417932e-06,44443.02,0.08,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,24,13,3418.6938461538466
CUST0655,0.2091696672281673,52119.78,10901.88,0,Loyal Customers,3,3,5,Discount + Personalized Outreach,86,11,4738.1618181818185
CUST0656,0.0004079049274207133,23095.44,9.42,0,Loyal Customers,4,3,3,Discount + Personalized Outreach,45,11,2099.5854545454545
CUST0657,9.990346372647931e-07,55446.63,0.06,0,Champions,5,4,5,Discount + Personalized Outreach,2,16,3465.4143750000003
CUST0658,3.245529804331893e-06,43531.4,0.14,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,30,13,3348.5692307692307
CUST0659,0.0003279643017448319,55943.81,18.35,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,39,14,3995.986428571429
CUST0660,0.0006923919978892346,19040.48,13.18,0,New Customers,4,2,3,Discount + Personalized Outreach,58,9,2115.608888888889
CUST0661,1.2549058836315536e-06,48890.78,0.06,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,15,10,4889.078
CUST0662,9.98063660131173e-07,33279.87,0.03,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,12,12,2773.3225
CUST0663,9.431142364599872e-07,69067.87,0.07,0,Champions,5,4,5,Discount + Personalized Outreach,3,17,4062.815882352941
CUST0664,0.9588948793430064,79420.25,76155.67,1,At Risk,2,3,5,Urgent Win-back Campaign,104,14,5672.875
CUST0665,0.0003751779644476522,42921.58,16.1,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,37,14,3065.827142857143
CUST0666,2.3858964311829525e-06,68624.77,0.16,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,27,14,4901.769285714285
CUST0667,0.9999999065725264,60625.48,60625.47,1,Cant Lose Them,1,3,5,Urgent Win-back Campaign,285,12,5052.123333333333
CUST0668,6.993225508651062e-07,28749.28,0.02,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,2,10,2874.928
CUST0669,3.2091963279062495e-06,18628.92,0.06,0,New Customers,5,2,3,Discount + Personalized Outreach,13,6,3104.82
CUST0670,0.10722851203633711,18538.97,1987.91,0,Potential Loyalists,3,2,3,Discount + Personalized Outreach,79,8,2317.37125
CUST0671,0.00022396851020953657,36114.5,8.09,0,New Customers,4,2,4,Discount + Personalized Outreach,35,9,4012.722222222222
CUST0672,9.67775145299706e-07,41217.72,0.04,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,4,14,2944.1228571428574
CUST0673,1.43110166333718e-06,38908.82,0.06,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,6,10,3890.882
CUST0674,9.532321998798321e-07,52235.7,0.05,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,2,14,3731.121428571428
CUST0675,6.26539494212328e-07,47028.8,0.03,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,2,13,3617.6
CUST0676,9.220260357911274e-07,42161.79,0.04,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,0,12,3513.4825
CUST0677,1.7859438588650957e-06,68938.6,0.12,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,17,11,6267.145454545455
CUST0678,3.1386096007296727e-06,61794.49,0.19,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,27,13,4753.422307692307
CUST0679,0.000574734729010987,76129.39,43.75,0,Champions,4,4,5,Discount + Personalized Outreach,44,15,5075.292666666666
CUST0680,3.6780645102797934e-06,28771.14,0.11,0,New Customers,5,2,4,Discount + Personalized Outreach,16,9,3196.793333333333
CUST0681,0.000467559713518155,45941.84,21.48,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,50,11,4176.5309090909095
CUST0682,1.3805966725234252e-06,59204.58,0.08,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,9,12,4933.715
CUST0683,0.05840759048513775,27498.26,1606.11,0,Loyal Customers,3,3,4,Discount + Personalized Outreach,62,10,2749.826
CUST0684,0.0004227622511573035,27435.06,11.6,0,New Customers,4,2,4,Discount + Personalized Outreach,36,7,3919.2942857142857
CUST0685,0.000277444396756,44962.36,12.47,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,38,11,4087.4872727272727
CUST0686,0.093292536969395,30974.87,2889.72,0,Loyal Customers,3,3,4,Discount + Personalized Outreach,82,13,2382.682307692308
CUST0687,0.9999990544258327,16460.3,16460.28,0,Hibernating,1,2,3,Reactivation Email Series,241,6,2743.383333333333
CUST0688,0.9999831907658121,30214.89,30214.38,1,Cant Lose Them,1,3,4,Urgent Win-back Campaign,187,11,2746.8081818181818
CUST0689,0.999242379084489,30521.59,30498.47,1,Hibernating,2,2,4,Reactivation Email Series,156,7,4360.227142857143
CUST0690,0.9861111463276584,38185.13,37654.78,1,At Risk,2,3,4,Urgent Win-back Campaign,127,12,3182.094166666667
CUST0691,0.0012882242838574906,39221.75,50.53,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,57,10,3922.175
CUST0692,1.7370134544991605e-06,28630.45,0.05,0,New Customers,5,2,4,Discount + Personalized Outreach,1,6,4771.741666666667
CUST0693,1.3181255496587095e-06,30680.98,0.04,0,New Customers,5,2,4,Discount + Personalized Outreach,10,9,3408.9977777777776
CUST0694,6.026194024489658e-07,79697.96,0.05,0,Champions,5,4,5,Discount + Personalized Outreach,6,16,4981.1225
CUST0695,0.9906353164925442,36752.47,36408.29,1,Hibernating,2,2,4,Reactivation Email Series,135,8,4594.05875
CUST0696,0.0003973024274471152,64042.2,25.44,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,45,14,4574.442857142857
CUST0697,7.625628321332392e-07,52519.96,0.04,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,3,12,4376.663333333333
CUST0698,2.7797058439066255e-06,16296.64,0.05,0,New Customers,5,2,3,Discount + Personalized Outreach,17,5,3259.328
CUST0699,0.9591388760323377,92097.38,88334.18,1,At Risk,2,4,5,Urgent Win-back Campaign,111,18,5116.521111111111
CUST0700,0.0002398613377495789,44135.59,10.59,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,33,11,4012.326363636363
CUST0701,0.0004378233575806572,39978.98,17.5,0,New Customers,4,2,4,Discount + Personalized Outreach,38,9,4442.108888888889
CUST0702,2.8649934784490896e-06,29539.18,0.08,0,New Customers,5,2,4,Discount + Personalized Outreach,22,9,3282.1311111111117
CUST0703,0.10447119025746887,24175.99,2525.69,0,Loyal Customers,3,3,3,Discount + Personalized Outreach,82,12,2014.6658333333332
CUST0704,1.2005189368653e-06,58888.92,0.07,0,Champions,5,4,5,Discount + Personalized Outreach,10,17,3464.054117647059
CUST0705,7.571867427484904e-07,106282.12,0.08,0,Champions,5,4,5,Discount + Personalized Outreach,0,16,6642.6325
CUST0706,0.000242117165052102,61421.01,14.87,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,34,13,4724.693076923077
CUST0707,1.0178550730600807e-06,41558.11,0.04,0,Champions,5,4,4,Discount + Personalized Outreach,9,16,2597.381875
CUST0708,0.0004189052117274871,30281.89,12.69,0,New Customers,4,2,4,Discount + Personalized Outreach,47,8,3785.23625
CUST0709,2.859737800228016e-06,50334.21,0.14,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,14,12,4194.5175
CUST0710,0.0005474242529281963,71738.27,39.27,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,54,14,5124.162142857143
CUST0711,0.08750794573604817,52992.67,4637.28,0,Loyal Customers,3,4,5,Discount + Personalized Outreach,79,15,3532.8446666666664
CUST0712,0.9999916559151645,23229.16,23228.97,1,Hibernating,1,2,3,Reactivation Email Series,202,9,2581.0177777777776
CUST0713,0.1416640315286377,20879.96,2957.94,0,Loyal Customers,3,3,3,Discount + Personalized Outreach,73,10,2087.996
CUST0714,8.973458832883547e-07,64278.34,0.06,0,Champions,5,5,5,Discount + Personalized Outreach,12,21,3060.873333333333
CUST0715,0.07298613730330376,35329.58,2578.57,0,Loyal Customers,3,4,4,Discount + Personalized Outreach,71,15,2355.305333333333
CUST0716,1.8917208485028302e-06,57393.24,0.11,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,18,14,4099.517142857143
CUST0717,1.1717672270730942e-06,41770.24,0.05,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,8,12,3480.853333333333
CUST0718,1.7851907115242248e-06,48195.03,0.09,0,Champions,5,4,4,Discount + Personalized Outreach,25,18,2677.5016666666666
CUST0719,0.0003206195626185363,60765.32,19.48,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,31,13,4674.255384615384
CUST0720,0.9868204335999079,12465.31,12301.02,0,Hibernating,2,2,3,Reactivation Email Series,128,6,2077.5516666666667
CUST0721,0.00021909261705726596,36200.26,7.93,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,39,14,2585.732857142857
CUST0722,0.00036044845737584827,28858.56,10.4,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,41,10,2885.856
CUST0723,0.0002162361557544603,64185.19,13.88,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,32,14,4584.6564285714285
CUST0724,2.0050539949568066e-06,35062.58,0.07,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,7,12,2921.8816666666667
CUST0725,1.7793531435711795e-06,44741.28,0.08,0,Champions,5,4,4,Discount + Personalized Outreach,27,15,2982.752
CUST0726,0.9897326229494674,39316.11,38912.44,1,Hibernating,2,2,4,Reactivation Email Series,115,6,6552.685
CUST0727,1.3482896309671286e-06,41257.47,0.06,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,8,10,4125.747
CUST0728,0.14707488498895382,47325.81,6960.44,0,Potential Loyalists,3,2,4,Discount + Personalized Outreach,83,9,5258.423333333333
CUST0729,0.000627118981029229,49740.05,31.19,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,54,12,4145.004166666667
CUST0730,0.9564161329692804,35294.08,33755.83,1,At Risk,2,3,4,Urgent Win-back Campaign,105,10,3529.4080000000004
CUST0731,2.119830792185192e-06,33797.12,0.07,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,25,11,3072.4654545454546
CUST0732,2.4881265835710327e-06,23149.77,0.06,0,New Customers,5,2,3,Discount + Personalized Outreach,6,9,2572.1966666666667
CUST0733,1.3619139598978955e-06,38710.97,0.05,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,11,13,2977.7669230769234
CUST0734,3.4352105167247114e-06,22033.33,0.08,0,New Customers,5,1,3,Discount + Personalized Outreach,25,4,5508.3325
CUST0735,0.9983148960772288,34416.77,34358.77,1,At Risk,2,3,4,Urgent Win-back Campaign,178,10,3441.677
CUST0736,0.09066874705299424,54430.03,4935.1,0,Loyal Customers,3,3,5,Discount + Personalized Outreach,74,13,4186.925384615384
CUST0737,0.0008569880026444328,54884.94,47.04,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,57,12,4573.745
CUST0738,0.9032852965545988,51212.2,46259.23,1,At Risk,2,4,5,Urgent Win-back Campaign,92,18,2845.1222222222223
CUST0739,0.00042883814473830057,50344.92,21.59,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,45,14,3596.065714285715
CUST0740,1.037821931546928e-06,40992.94,0.04,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,4,11,3726.630909090909
CUST0741,2.746272485018592e-06,75082.07,0.21,0,Champions,5,4,5,Discount + Personalized Outreach,21,16,4692.629375
CUST0742,1.084853444059183e-06,19128.28,0.02,0,Loyal Customers,5,3,3,Discount + Personalized Outreach,9,11,1738.9345454545453
CUST0743,8.504994690396551e-07,21994.85,0.02,0,Loyal Customers,5,3,3,Discount + Personalized Outreach,5,10,2199.485
CUST0744,4.367210453083991e-06,47879.35,0.21,0,New Customers,5,2,4,Discount + Personalized Outreach,22,9,5319.927777777778
CUST0745,1.6361515632302435e-06,43921.9,0.07,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,14,12,3660.158333333333
CUST0746,1.9982724245334824e-06,36152.55,0.07,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,23,11,3286.5954545454547
CUST0747,0.9797692300989004,69740.18,68329.28,1,At Risk,2,5,5,Urgent Win-back Campaign,126,20,3487.0090000000005
CUST0748,0.0003850286387967024,53780.82,20.71,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,48,11,4889.165454545455
CUST0749,3.0011199994030417e-06,51229.92,0.15,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,23,11,4657.265454545454
CUST0750,0.0006444715076525744,29883.18,19.26,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,54,10,2988.318
CUST0751,0.9999901911964978,24352.37,24352.13,1,Cant Lose Them,1,3,3,Urgent Win-back Campaign,185,10,2435.237
CUST0752,0.10367461535883286,15217.52,1577.67,0,Loyal Customers,3,3,3,Discount + Personalized Outreach,82,10,1521.752
CUST0753,0.0002595947398399548,36193.76,9.4,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,32,10,3619.3759999999993
CUST0754,0.15531980746469243,52638.28,8175.77,0,Loyal Customers,3,3,5,Discount + Personalized Outreach,89,13,4049.098461538461
CUST0755,0.0005769202616407456,63981.46,36.91,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,57,12,5331.788333333333
CUST0756,9.730743719810363e-07,39731.34,0.04,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,7,12,3310.945
CUST0757,7.434383959996713e-07,46100.85,0.03,0,Champions,5,4,4,Discount + Personalized Outreach,2,16,2881.3031250000004
CUST0758,0.0005213003624666763,13752.57,7.17,0,New Customers,4,2,3,Discount + Personalized Outreach,39,8,1719.07125
CUST0759,0.000407061931302692,37913.56,15.43,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,44,10,3791.356
CUST0760,3.477442281712136e-06,32060.95,0.11,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,29,10,3206.0950000000003
CUST0761,3.6683552139775187e-06,44959.84,0.16,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,19,10,4495.984
CUST0762,0.9999998999137629,27586.11,27586.11,1,Hibernating,1,2,4,Reactivation Email Series,286,6,4597.685
CUST0763,0.9999999966844093,38762.2,38762.2,1,Cant Lose Them,1,3,4,Urgent Win-back Campaign,364,11,3523.836363636364
CUST0764,1.886018154943686e-06,37746.2,0.07,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,16,14,2696.157142857143
CUST0765,0.00021412849276554861,39206.2,8.4,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,31,11,3564.2
CUST0766,2.4408767062828486e-06,44720.62,0.11,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,25,11,4065.5109090909095
CUST0767,8.566349236345675e-07,60196.38,0.05,0,Champions,5,4,5,Discount + Personalized Outreach,9,15,4013.092
CUST0768,1.8584918925357603e-06,40292.34,0.07,0,New Customers,5,2,4,Discount + Personalized Outreach,17,9,4476.926666666666
CUST0769,1.913090405679298e-06,54803.62,0.1,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,18,11,4982.147272727273
CUST0770,0.0002678521961239921,39801.5,10.66,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,33,13,3061.653846153846
CUST0771,0.04789448664972383,94149.0,4509.22,0,Loyal Customers,3,4,5,Discount + Personalized Outreach,71,17,5538.176470588235
CUST0772,6.789822780628324e-07,35781.83,0.02,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,0,12,2981.8191666666667
CUST0773,0.12609555185833676,56335.97,7103.72,0,Loyal Customers,3,3,5,Discount + Personalized Outreach,88,12,4694.6641666666665
CUST0774,0.0004821571313310975,50887.4,24.54,0,Champions,4,4,5,Discount + Personalized Outreach,57,15,3392.4933333333333
CUST0775,0.0009983505568497363,42033.7,41.96,0,New Customers,4,2,4,Discount + Personalized Outreach,56,9,4670.411111111111
CUST0776,9.730326143595557e-07,44074.9,0.04,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,2,13,3390.376923076923
CUST0777,0.0006851761412087101,47307.04,32.41,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,52,11,4300.64
CUST0778,0.14396733554909463,47001.57,6766.69,0,Loyal Customers,3,3,4,Discount + Personalized Outreach,85,13,3615.5053846153846
CUST0779,0.9778360125893701,39139.54,38272.05,1,Hibernating,2,2,4,Reactivation Email Series,118,9,4348.837777777778
CUST0780,1.7480605694172938e-06,45749.27,0.08,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,19,11,4159.024545454546
CUST0781,1.0676162431559325e-06,50796.23,0.05,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,5,13,3907.402307692308
CUST0782,0.04308028784333216,54686.63,2355.92,0,Loyal Customers,3,3,5,Discount + Personalized Outreach,61,12,4557.219166666667
CUST0783,0.9926697923939906,43577.81,43258.38,1,At Risk,2,3,4,Urgent Win-back Campaign,140,12,3631.4841666666666
CUST0784,1.2215214874132066e-06,66586.71,0.08,0,Champions,5,5,5,Discount + Personalized Outreach,18,23,2895.0743478260874
CUST0785,0.0006298796648967071,61993.4,39.05,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,55,14,4428.099999999999
CUST0786,3.0092211434092207e-06,44351.51,0.13,0,Champions,5,4,4,Discount + Personalized Outreach,26,16,2771.969375
CUST0787,7.475847386102195e-06,28233.81,0.21,0,New Customers,5,2,4,Discount + Personalized Outreach,18,8,3529.22625
CUST0788,1.2234561219881692e-06,37305.57,0.05,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,15,13,2869.659230769231
CUST0789,0.00029391886378001887,66718.77,19.61,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,39,12,5559.8975
CUST0790,1.677616352044872e-06,32798.47,0.06,0,New Customers,5,2,4,Discount + Personalized Outreach,10,8,4099.80875
CUST0791,0.21423126098383916,28443.85,6093.56,0,Potential Loyalists,3,2,4,Discount + Personalized Outreach,79,8,3555.48125
CUST0792,0.997462554702031,34724.62,34636.51,1,At Risk,2,3,4,Urgent Win-back Campaign,168,11,3156.783636363637
CUST0793,0.9999997011559982,22144.65,22144.64,1,Hibernating,1,2,3,Reactivation Email Series,258,6,3690.775
CUST0794,0.9846807000849104,31656.7,31171.74,1,Hibernating,2,2,4,Reactivation Email Series,123,8,3957.0875
CUST0795,0.0004331541168548704,36509.98,15.81,0,Champions,4,4,4,Discount + Personalized Outreach,51,16,2281.87375
CUST0796,0.998283386594332,23297.59,23257.6,1,Hibernating,2,2,3,Reactivation Email Series,176,7,3328.227142857143
CUST0797,0.00042179799933184044,38611.79,16.29,0,New Customers,4,2,4,Discount + Personalized Outreach,47,9,4290.198888888889
CUST0798,0.0002915041907974281,34227.77,9.98,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,41,14,2444.8407142857145
CUST0799,8.935551907224741e-07,32969.84,0.03,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,2,11,2997.2581818181816
CUST0800,0.0008953805227791718,28300.98,25.34,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,55,10,2830.098
CUST0801,0.9864956360644114,46408.12,45781.41,1,At Risk,2,3,4,Urgent Win-back Campaign,133,10,4640.812
CUST0802,0.9964275197871625,13224.4,13177.16,0,Hibernating,2,1,3,Reactivation Email Series,142,4,3306.1
CUST0803,0.18670166149870404,68175.86,12728.55,0,Loyal Customers,3,3,5,Discount + Personalized Outreach,84,14,4869.704285714286
CUST0804,0.00037832416098354884,50150.59,18.97,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,38,10,5015.059
CUST0805,1.974759498707184e-06,34523.54,0.07,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,17,10,3452.3540000000003
CUST0806,1.1447561595730918e-06,51360.56,0.06,0,Champions,5,4,5,Discount + Personalized Outreach,11,15,3424.037333333333
CUST0807,0.9486139933422553,30471.95,28906.12,1,At Risk,2,3,4,Urgent Win-back Campaign,104,14,2176.567857142857
CUST0808,0.9482549657115547,47462.51,45006.56,1,At Risk,2,3,4,Urgent Win-back Campaign,103,13,3650.962307692307
CUST0809,1.9108014742817135e-06,25955.26,0.05,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,20,10,2595.5260000000003
CUST0810,0.07774836597549249,21500.62,1671.64,0,Potential Loyalists,3,2,3,Discount + Personalized Outreach,69,9,2388.9577777777777
CUST0811,0.9934307997071322,12342.24,12261.16,0,Hibernating,2,2,3,Reactivation Email Series,127,5,2468.4480000000003
CUST0812,0.9923182397732627,48302.97,47931.92,1,At Risk,2,3,4,Urgent Win-back Campaign,143,12,4025.2475
CUST0813,0.08793259120646767,66151.1,5816.84,0,Loyal Customers,3,4,5,Discount + Personalized Outreach,78,16,4134.44375
CUST0814,0.11531474310099038,58640.2,6762.08,0,Loyal Customers,3,3,5,Discount + Personalized Outreach,73,13,4510.784615384615
CUST0815,4.091112865138355e-06,31112.72,0.13,0,New Customers,5,2,4,Discount + Personalized Outreach,24,5,6222.544
CUST0816,0.00039301395318910675,38473.1,15.12,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,41,10,3847.31
CUST0817,0.0005387129659242394,60264.27,32.47,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,48,11,5478.57
CUST0818,0.12913679705882514,54218.85,7001.65,0,Loyal Customers,3,3,5,Discount + Personalized Outreach,87,12,4518.2375
CUST0819,5.832398641019682e-07,33113.73,0.02,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,0,13,2547.21
CUST0820,0.03306511168134733,18540.69,613.05,0,Loyal Customers,3,3,3,Discount + Personalized Outreach,63,12,1545.0575
CUST0821,0.9968194295830087,56697.9,56517.57,1,At Risk,2,3,5,Urgent Win-back Campaign,139,14,4049.85
CUST0822,3.777213347564996e-06,29551.12,0.11,0,New Customers,5,2,4,Discount + Personalized Outreach,8,7,4221.588571428571
CUST0823,0.000564659212437035,34030.25,19.22,0,New Customers,4,2,4,Discount + Personalized Outreach,39,7,4861.464285714285
CUST0824,0.9988812788520688,28508.86,28476.97,1,Hibernating,2,2,4,Reactivation Email Series,175,9,3167.651111111112
CUST0825,0.04082780060401443,42685.55,1742.76,0,Loyal Customers,3,4,4,Discount + Personalized Outreach,64,16,2667.846875
CUST0826,2.5807806348900815e-06,91738.22,0.24,0,Champions,5,4,5,Discount + Personalized Outreach,22,17,5396.365882352941
CUST0827,2.7221007965854523e-06,37081.1,0.1,0,Champions,5,4,4,Discount + Personalized Outreach,29,15,2472.0733333333333
CUST0828,0.9892503002692793,27118.45,26826.93,1,Hibernating,2,2,4,Reactivation Email Series,129,6,4519.741666666666
CUST0829,9.086186291100365e-07,29310.47,0.03,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,1,12,2442.539166666667
CUST0830,3.3228495617403943e-06,16547.82,0.05,0,Loyal Customers,5,3,3,Discount + Personalized Outreach,23,10,1654.782
CUST0831,0.05403200225476187,71860.61,3882.77,0,Loyal Customers,3,4,5,Discount + Personalized Outreach,69,16,4491.288125
CUST0832,1.7807379306766054e-06,73205.97,0.13,0,Champions,5,4,5,Discount + Personalized Outreach,24,16,4575.373125
CUST0833,0.0003465017493311437,47539.07,16.47,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,44,10,4753.907
CUST0834,7.075010254063867e-07,92332.44,0.07,0,Champions,5,4,5,Discount + Personalized Outreach,7,18,5129.58
CUST0835,1.9135495647113478e-06,63017.09,0.12,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,18,13,4847.468461538461
CUST0836,0.00022368760190961026,54542.66,12.2,0,Champions,4,4,5,Discount + Personalized Outreach,32,16,3408.91625
CUST0837,0.1043947344568689,64223.36,6704.58,0,Loyal Customers,3,3,5,Discount + Personalized Outreach,78,11,5838.487272727273
CUST0838,5.1618303109971106e-06,30495.29,0.16,0,New Customers,5,2,4,Discount + Personalized Outreach,12,9,3388.365555555555
CUST0839,0.06287558597093412,29678.07,1866.03,0,Loyal Customers,3,3,4,Discount + Personalized Outreach,61,10,2967.807
CUST0840,0.952732347718034,19440.25,18521.36,0,Hibernating,2,2,3,Reactivation Email Series,102,7,2777.178571428572
CUST0841,2.265987916886192e-06,20273.64,0.05,0,New Customers,5,2,3,Discount + Personalized Outreach,16,5,4054.728
CUST0842,1.6190433350838584e-06,61388.44,0.1,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,10,14,4384.888571428572
CUST0843,0.9687024351049537,28170.45,27288.78,1,Hibernating,2,2,4,Reactivation Email Series,101,8,3521.30625
CUST0844,6.128074406279566e-07,87183.03,0.05,0,Champions,5,4,5,Discount + Personalized Outreach,2,18,4843.501666666667
CUST0845,2.1912746228696696e-06,61896.86,0.14,0,Loyal Customers,5,3,5,Discount + Personalized Outreach,9,14,4421.204285714286
CUST0846,0.0005004894831381503,37451.13,18.74,0,New Customers,4,2,4,Discount + Personalized Outreach,48,6,6241.855
CUST0847,0.0004017089559882815,27541.35,11.06,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,45,10,2754.135
CUST0848,0.0003272870826832012,28553.12,9.35,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,44,10,2855.312
CUST0849,0.9856388701736263,36285.11,35764.01,1,At Risk,2,3,4,Urgent Win-back Campaign,129,13,2791.162307692308
CUST0850,1.7820665529428528e-06,74695.45,0.13,0,Champions,5,4,5,Discount + Personalized Outreach,20,15,4979.696666666667
CUST0851,1.0614936297538229e-06,41929.86,0.04,0,Loyal Customers,5,3,4,Discount + Personalized Outreach,2,11,3811.805454545455
CUST0852,0.0008572491223234077,22207.24,19.04,0,New Customers,4,2,3,Discount + Personalized Outreach,53,6,3701.206666666667
CUST0853,0.000519494811239821,49906.86,25.93,0,Loyal Customers,4,3,4,Discount + Personalized Outreach,58,12,4158.905
CUST0854,0.9999991041601556,26855.11,26855.09,1,Hibernating,1,2,4,Reactivation Email Series,247,9,2983.9011111111117
CUST0855,0.9999849494174609,7749.83,7749.71,0,Lost,1,2,2,Discount + Personalized Outreach,188,7,1107.1185714285714
CUST0856,0.9853125101943723,23257.11,22915.52,1,Hibernating,2,2,3,Reactivation Email Series,132,9,2584.123333333333
CUST0857,0.9999852052686236,29600.27,29599.83,1,Cant Lose Them,1,3,4,Urgent Win-back Campaign,185,12,2466.6891666666666
CUST0858,0.0003840940823257346,62109.38,23.86,0,Champions,4,4,5,Discount + Personalized Outreach,51,18,3450.521111111111
CUST0859,0.9961313154267961,37372.73,37228.15,1,Hibernating,2,2,4,Reactivation Email Series,158,8,4671.59125
CUST0860,0.00029886337582014195,21147.71,6.32,0,New Customers,4,2,3,Discount + Personalized Outreach,43,8,2643.46375
CUST0861,0.995781920913491,73714.22,73403.29,1,At Risk,2,4,5,Urgent Win-back Campaign,159,17,4336.130588235294
CUST0862,0.9716876699890739,35609.5,34601.31,1,Hibernating,2,2,4,Reactivation Email Series,116,7,5087.071428571428
CUST0863,0.00040856119192436957,23358.91,9.54,0,New Customers,4,2,3,Discount + Personalized Outreach,44,9,2595.4344444444446
CUST0864,0.0001924119803908048,89431.88,17.21,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,37,14,6387.9914285714285
CUST0865,0.9913634029871482,35598.34,35290.89,1,Hibernating,2,2,4,Reactivation Email Series,129,7,5085.477142857142
CUST0866,0.00026226941599611666,64874.45,17.01,0,Loyal Customers,4,3,5,Discount + Personalized Outreach,39,12,5406.204166666666
CUST0867,0.06090832192252503,55782.81,3397.64,0,Loyal Customers,3,3,5,Discount + Personalized Outreach,69,14,3984.486428571429
